Date,Open,High,Low,Close,Adj Close,Volume
4/10/17,5883.430176,5907.850098,5865.560059,5880.930176,5880.930176,1630070000
4/11/17,5871.160156,5878.939941,5819.290039,5866.77002,5866.77002,1821650000
4/12/17,5863.589844,5868.089844,5830.439941,5836.160156,5836.160156,1658960000
4/13/17,5828.370117,5856.540039,5805.149902,5805.149902,5805.149902,1581870000
4/17/17,5821.549805,5856.790039,5818.200195,5856.790039,5856.790039,1381290000
4/18/17,5838.589844,5860.040039,5828.569824,5849.470215,5849.470215,1608870000
4/19/17,5874.430176,5894.680176,5856.339844,5863.029785,5863.029785,1752620000
4/20/17,5887.870117,5926.22998,5880.200195,5916.779785,5916.779785,1749110000
4/21/17,5919.02002,5919.22998,5899.430176,5910.52002,5910.52002,1723210000
4/24/17,5979.959961,5989.919922,5970.25,5983.819824,5983.819824,1836570000
4/25/17,6004.160156,6036.02002,6002.649902,6025.490234,6025.490234,1895430000
4/26/17,6028.120117,6040.890137,6021.720215,6025.22998,6025.22998,1894210000
4/27/17,6038.470215,6050.700195,6031.589844,6048.939941,6048.939941,1876700000
4/28/17,6072.870117,6074.040039,6040.709961,6047.609863,6047.609863,1995160000
5/1/17,6067.560059,6100.72998,6061.350098,6091.600098,6091.600098,1757000000
5/2/17,6102.509766,6102.720215,6081.560059,6095.370117,6095.370117,2146730000
5/3/17,6075.040039,6076.959961,6053.279785,6072.549805,6072.549805,2149360000
5/4/17,6075.060059,6080.819824,6054.330078,6075.339844,6075.339844,2056270000
5/5/17,6091.689941,6100.759766,6067.160156,6100.759766,6100.759766,1899570000
5/8/17,6100.660156,6106.120117,6083.060059,6102.660156,6102.660156,1909710000
5/9/17,6111.819824,6133,6107.589844,6120.589844,6120.589844,1997490000
5/10/17,6121.640137,6131.640137,6103.870117,6129.140137,6129.140137,2108000000
5/11/17,6110.049805,6120.200195,6075.680176,6115.959961,6115.959961,1950910000
5/12/17,6119.27002,6122.839844,6105.419922,6121.22998,6121.22998,1740960000
5/15/17,6128.109863,6153.040039,6124.790039,6149.669922,6149.669922,1850790000
5/16/17,6160.52002,6170.160156,6139.100098,6169.870117,6169.870117,1999330000
5/17/17,6108.620117,6122.870117,6009.47998,6011.240234,6011.240234,2347480000
5/18/17,5998.459961,6073.450195,5996.810059,6055.129883,6055.129883,2131520000
5/19/17,6070.22998,6106.549805,6070.22998,6083.700195,6083.700195,1905520000
5/22/17,6098.25,6135.919922,6097.240234,6133.620117,6133.620117,1726230000
5/23/17,6149.549805,6150.910156,6121.790039,6138.709961,6138.709961,1705860000
5/24/17,6154.180176,6166.089844,6139.330078,6163.02002,6163.02002,1666050000
5/25/17,6183.02002,6217.339844,6174.52002,6205.259766,6205.259766,1767690000
5/26/17,6207.040039,6211.52002,6196.660156,6210.189941,6210.189941,1571040000
5/30/17,6204.180176,6217.129883,6200.410156,6203.189941,6203.189941,1688480000
5/31/17,6221.629883,6221.990234,6164.069824,6198.52002,6198.52002,2209400000
6/1/17,6215.910156,6247.069824,6200.450195,6246.830078,6246.830078,1943610000
6/2/17,6261.589844,6308.759766,6253.77002,6305.799805,6305.799805,1820000000
6/5/17,6305.470215,6310.620117,6292.149902,6295.680176,6295.680176,1739820000
6/6/17,6281.879883,6304.209961,6269.870117,6275.060059,6275.060059,1889690000
6/7/17,6290.439941,6302.779785,6267.180176,6297.379883,6297.379883,1822270000
6/8/17,6311.72998,6324.060059,6282.930176,6321.759766,6321.759766,2128780000
6/9/17,6330.25,6341.700195,6137.680176,6207.919922,6207.919922,3152050000
6/12/17,6153.560059,6183.810059,6110.669922,6175.459961,6175.459961,2586540000
6/13/17,6206.120117,6226.410156,6180.040039,6220.370117,6220.370117,2062110000
6/14/17,6237.459961,6237.529785,6153.549805,6194.890137,6194.890137,1940440000
6/15/17,6127.049805,6170.149902,6107.850098,6165.5,6165.5,1858130000
6/16/17,6154.279785,6161.560059,6125.5,6151.759766,6151.759766,3120640000
6/19/17,6196.850098,6243.310059,6194,6239.009766,6239.009766,1976970000
6/20/17,6229.620117,6234.009766,6186.939941,6188.029785,6188.029785,2570130000
6/21/17,6202.75,6236.660156,6200.859863,6233.950195,6233.950195,2401440000
6/22/17,6239.149902,6257.680176,6221.959961,6236.689941,6236.689941,2170250000
6/23/17,6234.350098,6269.370117,6218.779785,6265.25,6265.25,4158700000
6/26/17,6292.72998,6303.450195,6233.430176,6247.149902,6247.149902,2150630000
6/27/17,6227.899902,6234.319824,6146.620117,6146.620117,6146.620117,2181830000
6/28/17,6173.100098,6238.290039,6144.799805,6234.410156,6234.410156,2069400000
6/29/17,6215.490234,6216.600098,6087.810059,6144.350098,6144.350098,2402250000
6/30/17,6166.839844,6170.629883,6129.040039,6140.419922,6140.419922,1998330000
7/3/17,6173.290039,6177.359863,6106.120117,6110.060059,6110.060059,1099560000
7/5/17,6122.060059,6163.620117,6100.419922,6150.859863,6150.859863,1872130000
7/6/17,6109.600098,6127.97998,6081.959961,6089.459961,6089.459961,1990590000
7/7/17,6111.209961,6164.939941,6111.209961,6153.080078,6153.080078,1700630000
7/10/17,6156.029785,6191.27002,6141.830078,6176.390137,6176.390137,1675470000
7/11/17,6171.25,6200.580078,6149.870117,6193.299805,6193.299805,1808110000
7/12/17,6238.899902,6265.640137,6236.819824,6261.169922,6261.169922,1820550000
7/13/17,6269.100098,6281.450195,6251.259766,6274.439941,6274.439941,1803810000
7/14/17,6289.080078,6321.759766,6278.700195,6312.470215,6312.470215,1608120000
7/17/17,6320.350098,6330.970215,6307.339844,6314.430176,6314.430176,1558030000
7/18/17,6304.819824,6344.549805,6291.069824,6344.310059,6344.310059,1762400000
7/19/17,6363.240234,6387.72998,6362.189941,6385.040039,6385.040039,1862910000
7/20/17,6396.459961,6398.259766,6365.680176,6390,6390,1818880000
7/21/17,6383.049805,6388.779785,6365.120117,6387.75,6387.75,1797100000
7/24/17,6387.819824,6417.700195,6380.609863,6410.810059,6410.810059,1735520000
7/25/17,6407.589844,6425.450195,6396.870117,6412.169922,6412.169922,1925230000
7/26/17,6425.930176,6432.379883,6416.299805,6422.75,6422.75,1988040000
7/27/17,6459.759766,6460.839844,6318.620117,6382.189941,6382.189941,2483560000
7/28/17,6350.27002,6379.700195,6337.220215,6374.680176,6374.680176,1860770000
7/31/17,6394.689941,6396.589844,6338.790039,6348.120117,6348.120117,1891710000
8/1/17,6372.160156,6375.75,6345.75,6362.939941,6362.939941,1812590000
8/2/17,6393.100098,6394.209961,6313.430176,6362.649902,6362.649902,2104130000
8/3/17,6366.240234,6368.529785,6331.140137,6340.339844,6340.339844,2113440000
8/4/17,6350.790039,6361.490234,6329.72998,6351.560059,6351.560059,1907170000
8/7/17,6361.060059,6386.029785,6356.22998,6383.77002,6383.77002,1701550000
8/8/17,6373.330078,6423.350098,6355.879883,6370.459961,6370.459961,1914670000
8/9/17,6322.919922,6355.040039,6309.439941,6352.330078,6352.330078,2033760000
8/10/17,6312.649902,6318.279785,6214.410156,6216.870117,6216.870117,2204700000
8/11/17,6222.180176,6266.890137,6216.189941,6256.560059,6256.560059,1794850000
8/14/17,6306.109863,6346.830078,6305.549805,6340.22998,6340.22998,1698560000
8/15/17,6350.509766,6350.740234,6324.75,6333.009766,6333.009766,1580060000
8/16/17,6348.109863,6374.560059,6330.27002,6345.109863,6345.109863,1804730000
8/17/17,6322.720215,6334.22998,6221.910156,6221.910156,6221.910156,2041220000
8/18/17,6222.459961,6254.220215,6193.379883,6216.529785,6216.529785,1964590000
8/21/17,6216.319824,6226.930176,6177.189941,6213.129883,6213.129883,1576070000
8/22/17,6241.209961,6302.839844,6241.209961,6297.47998,6297.47998,1597700000
8/23/17,6263.470215,6291.299805,6263.290039,6278.410156,6278.410156,1533220000
8/24/17,6294.819824,6302.850098,6244.569824,6271.330078,6271.330078,1616780000
8/25/17,6293.810059,6308.720215,6257.100098,6265.640137,6265.640137,1442900000
8/28/17,6286.009766,6292.259766,6267.850098,6283.02002,6283.02002,1558690000
8/29/17,6228.899902,6311.259766,6228.72998,6301.890137,6301.890137,1637640000
8/30/17,6308.680176,6374.470215,6303.569824,6368.310059,6368.310059,1712070000
8/31/17,6385.799805,6435.27002,6383.580078,6428.660156,6428.660156,1885710000
9/1/17,6442.169922,6449.649902,6417.870117,6435.330078,6435.330078,1488040000
9/5/17,6414.819824,6426.509766,6334.589844,6375.569824,6375.569824,1886950000
9/6/17,6394.350098,6407.399902,6356.200195,6393.310059,6393.310059,1906030000
9/7/17,6402.939941,6413.069824,6379.810059,6397.870117,6397.870117,1998380000
9/8/17,6389.649902,6391.410156,6354.959961,6360.189941,6360.189941,1785560000
9/11/17,6411.180176,6439.109863,6410.709961,6432.259766,6432.259766,1819300000
9/12/17,6448.810059,6455.029785,6429.540039,6454.279785,6454.279785,1745090000
9/13/17,6440.720215,6460.419922,6433.200195,6460.189941,6460.189941,1942090000
9/14/17,6439.459961,6455.319824,6424.040039,6429.080078,6429.080078,1809170000
9/15/17,6426.160156,6464.27002,6419.649902,6448.470215,6448.470215,2821110000
9/18/17,6460.100098,6477.77002,6438.410156,6454.640137,6454.640137,1874440000
9/19/17,6465.569824,6467.790039,6446.75,6461.319824,6461.319824,1809710000
9/20/17,6459.740234,6466.049805,6414.22998,6456.040039,6456.040039,2052520000
9/21/17,6448.569824,6448.569824,6405.299805,6422.689941,6422.689941,1772790000
9/22/17,6401.439941,6429.540039,6400.810059,6426.919922,6426.919922,1639100000
9/25/17,6403.109863,6408.049805,6343.959961,6370.589844,6370.589844,2050410000
9/26/17,6391.850098,6405,6364.569824,6380.160156,6380.160156,1926420000
9/27/17,6414.370117,6472.649902,6405.359863,6453.259766,6453.259766,2053720000
9/28/17,6437.959961,6456.22998,6427.660156,6453.450195,6453.450195,1828570000
9/29/17,6461.279785,6497.97998,6454.859863,6495.959961,6495.959961,1967720000
10/2/17,6506.080078,6527.220215,6484.140137,6516.720215,6516.720215,1977030000
10/3/17,6523.740234,6532.180176,6509.709961,6531.709961,6531.709961,1969320000
10/4/17,6521.959961,6546.459961,6513.120117,6534.629883,6534.629883,1938440000
10/5/17,6552.870117,6587.209961,6547.649902,6585.359863,6585.359863,1875670000
10/6/17,6566.950195,6590.180176,6566.839844,6590.180176,6590.180176,1742470000
10/9/17,6597.370117,6599.339844,6572.439941,6579.72998,6579.72998,1490620000
10/10/17,6602.490234,6608.299805,6561.779785,6587.25,6587.25,1799400000
10/11/17,6586.72998,6604.209961,6577.990234,6603.549805,6603.549805,1830360000
10/12/17,6594.759766,6613.5,6586.319824,6591.509766,6591.509766,2000470000
10/13/17,6613.209961,6616.580078,6602.200195,6605.799805,6605.799805,1756150000
10/16/17,6622.549805,6632.5,6607.029785,6624,6624,1629480000
10/17/17,6621.419922,6628.600098,6613.209961,6623.660156,6623.660156,1647240000
10/18/17,6634.259766,6635.52002,6613.549805,6624.220215,6624.220215,1734030000
10/19/17,6583.700195,6605.290039,6558.529785,6605.069824,6605.069824,1823860000
10/20/17,6633.370117,6640.029785,6622.919922,6629.049805,6629.049805,1794810000
10/23/17,6641.569824,6641.569824,6581.149902,6586.830078,6586.830078,1809320000
10/24/17,6598.609863,6611.899902,6582.060059,6598.430176,6598.430176,1842640000
10/25/17,6587.220215,6600.640137,6517.930176,6563.890137,6563.890137,2190720000
10/26/17,6567.589844,6582.759766,6550.029785,6556.77002,6556.77002,2108210000
10/27/17,6635.029785,6708.129883,6625.779785,6701.259766,6701.259766,2403600000
10/30/17,6693.77002,6727.390137,6677.149902,6698.959961,6698.959961,2013640000
10/31/17,6713.709961,6737.75,6705.790039,6727.669922,6727.669922,2043890000
11/1/17,6758.640137,6759.660156,6691.47998,6716.529785,6716.529785,2056860000
11/2/17,6709.390137,6719.970215,6677.549805,6714.939941,6714.939941,2262940000
11/3/17,6737.089844,6765.140137,6712.930176,6764.439941,6764.439941,2195010000
11/6/17,6763.299805,6790.669922,6763.169922,6786.439941,6786.439941,2166470000
11/7/17,6785.439941,6795.52002,6750.350098,6767.779785,6767.779785,2205270000
11/8/17,6764.850098,6791.649902,6753.339844,6789.120117,6789.120117,2110990000
11/9/17,6737.450195,6758.930176,6687.279785,6750.049805,6750.049805,2235180000
11/10/17,6736.390137,6757.339844,6727.350098,6750.939941,6750.939941,1973970000
11/13/17,6727.390137,6766.299805,6723.430176,6757.600098,6757.600098,1973790000
11/14/17,6733.870117,6743.629883,6709.27002,6737.870117,6737.870117,1983830000
11/15/17,6700.680176,6725.319824,6667.310059,6706.209961,6706.209961,1908660000
11/16/17,6742.339844,6806.669922,6742.339844,6793.290039,6793.290039,2002920000
11/17/17,6794.450195,6797.75,6777.430176,6782.790039,6782.790039,1988090000
11/20/17,6789.279785,6795.830078,6779.490234,6790.709961,6790.709961,1800880000
11/21/17,6820.549805,6862.660156,6820.02002,6862.47998,6862.47998,1883550000
11/22/17,6869.529785,6874.52002,6859.279785,6867.359863,6867.359863,1588200000
11/24/17,6878.109863,6890.02002,6873.740234,6889.160156,6889.160156,848520000
11/27/17,6889.910156,6897.430176,6867.890137,6878.52002,6878.52002,1773400000
11/28/17,6893.720215,6914.189941,6866.209961,6912.359863,6912.359863,2000410000
11/29/17,6907.279785,6908.330078,6793.950195,6824.390137,6824.390137,2452860000
11/30/17,6852.799805,6888.649902,6838.47998,6873.970215,6873.970215,2458580000
12/1/17,6844.040039,6872.169922,6737.160156,6847.589844,6847.589844,2293570000
12/4/17,6897.129883,6899.22998,6770.689941,6775.370117,6775.370117,2426570000
12/5/17,6759.140137,6836.450195,6752.319824,6762.209961,6762.209961,2083540000
12/6/17,6742.069824,6787.419922,6734.129883,6776.379883,6776.379883,1891850000
12/7/17,6785.740234,6829.290039,6778.200195,6812.839844,6812.839844,1934120000
12/8/17,6859.950195,6870.47998,6831.609863,6840.080078,6840.080078,1806040000
12/11/17,6847.640137,6879.799805,6844.879883,6875.080078,6875.080078,1818970000
12/12/17,6872.709961,6884.799805,6856.299805,6862.319824,6862.319824,1861560000
12/13/17,6880.410156,6897.620117,6871.870117,6875.799805,6875.799805,1919560000
12/14/17,6887.379883,6901.129883,6851.629883,6856.529785,6856.529785,1985200000
12/15/17,6871.549805,6945.819824,6871.450195,6936.580078,6936.580078,3510420000
12/18/17,6980.399902,7003.890137,6975.540039,6994.759766,6994.759766,2144360000
12/19/17,6991.25,6995.879883,6951.490234,6963.850098,6963.850098,2071060000
12/20/17,6991.25,6991.25,6935.419922,6960.959961,6960.959961,1874550000
12/21/17,6972.879883,6992.629883,6961.209961,6965.359863,6965.359863,1815620000
12/22/17,6958.02002,6962.259766,6944.450195,6959.959961,6959.959961,1539250000
12/26/17,6928.919922,6942.140137,6915.560059,6936.25,6936.25,1304340000
12/27/17,6941.450195,6955.379883,6931.339844,6939.339844,6939.339844,1409540000
12/28/17,6953.379883,6954.799805,6936.75,6950.160156,6950.160156,1311320000
12/29/17,6952.609863,6954.97998,6903.390137,6903.390137,6903.390137,1571730000
1/2/18,6937.649902,7006.910156,6924.080078,7006.899902,7006.899902,1914930000
1/3/18,7017.069824,7069.149902,7016.700195,7065.529785,7065.529785,2166780000
1/4/18,7089.5,7098.049805,7072.379883,7077.910156,7077.910156,2098890000
1/5/18,7105.740234,7137.040039,7097.080078,7136.560059,7136.560059,2020900000
1/8/18,7135.379883,7161.350098,7124.089844,7157.390137,7157.390137,2051430000
1/9/18,7174.189941,7181.140137,7148.299805,7163.580078,7163.580078,0
1/10/18,7129.830078,7154.240234,7111.52002,7153.569824,7153.569824,2122740000
1/11/18,7168.72998,7211.779785,7163.22998,7211.779785,7211.779785,2009740000
1/12/18,7208.169922,7265.259766,7205.180176,7261.060059,7261.060059,1976200000
1/16/18,7307.189941,7330.330078,7205.930176,7223.689941,7223.689941,2377140000
1/17/18,7257.77002,7309.359863,7229.319824,7298.279785,7298.279785,2238070000
1/18/18,7293.649902,7313.890137,7276.109863,7296.049805,7296.049805,2026220000
1/19/18,7312,7336.379883,7297.279785,7336.379883,7336.379883,1997270000
1/22/18,7338.040039,7408.029785,7332.810059,7408.029785,7408.029785,2106070000
1/23/18,7424.950195,7465.390137,7423.180176,7460.290039,7460.290039,2119840000
1/24/18,7474.160156,7486.319824,7376.75,7415.060059,7415.060059,2277010000
1/25/18,7457.950195,7458.529785,7388.580078,7411.160156,7411.160156,2061450000
1/26/18,7448.330078,7505.77002,7431.220215,7505.77002,7505.77002,2059010000
1/29/18,7484.470215,7500.609863,7455.549805,7466.509766,7466.509766,2103380000
1/30/18,7388.890137,7433.649902,7373.990234,7402.47998,7402.47998,2163980000
1/31/18,7443.25,7453.990234,7381.120117,7411.47998,7411.47998,2407540000
2/1/18,7377.169922,7441.089844,7362.279785,7385.859863,7385.859863,2291680000
2/2/18,7347.589844,7364.430176,7238.180176,7240.950195,7240.950195,2587770000
2/5/18,7165.959961,7277.359863,6967.529785,6967.529785,6967.529785,3106870000
2/6/18,6837.560059,7126.549805,6824.819824,7115.879883,7115.879883,3131030000
2/7/18,7086.200195,7170.339844,7051.529785,7051.97998,7051.97998,2366970000
2/8/18,7067.299805,7073.990234,6776.77002,6777.160156,6777.160156,2707700000
2/9/18,6863.339844,6917.009766,6630.669922,6874.490234,6874.490234,3155990000
2/12/18,6936.680176,7023.620117,6879.689941,6981.959961,6981.959961,2240420000
2/13/18,6942.160156,7025.680176,6938.160156,7013.509766,7013.509766,1816670000
2/14/18,6979.240234,7152.049805,6977.069824,7143.620117,7143.620117,2211460000
2/15/18,7200.75,7256.930176,7130.390137,7256.430176,7256.430176,2110700000
2/16/18,7236.509766,7303.259766,7226.379883,7239.470215,7239.470215,2019830000
2/20/18,7209.029785,7295.950195,7206,7234.310059,7234.310059,1911170000
2/21/18,7258.47998,7338.640137,7218.109863,7218.22998,7218.22998,1946010000
2/22/18,7252.459961,7280.930176,7194.839844,7210.089844,7210.089844,1911900000
2/23/18,7261.350098,7337.830078,7232.5,7337.390137,7337.390137,1879460000
2/26/18,7373.299805,7421.850098,7360.25,7421.459961,7421.459961,1866610000
2/27/18,7416.169922,7438.089844,7330.350098,7330.350098,7330.350098,2155850000
2/28/18,7371.410156,7386.799805,7273.009766,7273.009766,7273.009766,2373880000
3/1/18,7274.75,7307.850098,7117.660156,7180.560059,7180.560059,2489040000
3/2/18,7099.540039,7267.189941,7084.830078,7257.870117,7257.870117,2287320000
3/5/18,7222.890137,7350.069824,7205.310059,7330.709961,7330.709961,49345880000
3/6/18,7366.609863,7378.029785,7319.680176,7372.009766,7372.009766,2112570000
3/7/18,7311.740234,7403.790039,7311.740234,7396.649902,7396.649902,2192230000
3/8/18,7422.77002,7435.009766,7391.5,7427.950195,7427.950195,2272110000
3/9/18,7475.97998,7560.810059,7469.029785,7560.810059,7560.810059,2302930000
3/12/18,7581.040039,7609.100098,7563.439941,7588.319824,7588.319824,2294440000
3/13/18,7627.52002,7637.27002,7492.97998,7511.009766,7511.009766,2448830000
3/14/18,7539.779785,7544.890137,7473.899902,7496.810059,7496.810059,2104450000
3/15/18,7509.240234,7525.439941,7463.189941,7481.740234,7481.740234,1991570000
3/16/18,7504.370117,7514.209961,7473.680176,7481.990234,7481.990234,3046990000
3/19/18,7419.200195,7421.22998,7285.27002,7344.240234,7344.240234,2324430000
3/20/18,7353.25,7380.740234,7331.240234,7364.299805,7364.299805,1967690000
3/21/18,7347.5,7415.660156,7325.350098,7345.290039,7345.290039,1988390000
3/22/18,7257.549805,7303.189941,7164.379883,7166.680176,7166.680176,2347160000
3/23/18,7170.680176,7194.310059,6992.669922,6992.669922,6992.669922,2390410000
3/26/18,7125.200195,7225.830078,7022.339844,7220.540039,7220.540039,2326060000
3/27/18,7255.470215,7255.540039,6963.680176,7008.810059,7008.810059,2325990000
3/28/18,6978.299805,7036.089844,6901.069824,6949.22998,6949.22998,2518670000
3/29/18,6984.660156,7120.459961,6935.779785,7063.450195,7063.450195,2554500000
4/2/18,7016.169922,7044.709961,6805.959961,6870.120117,6870.120117,2394730000
4/3/18,6924.350098,6963.709961,6835.22998,6941.279785,6941.279785,2328510000
4/4/18,6811.77002,7059.290039,6811.77002,7042.109863,7042.109863,2254070000
4/5/18,7099.25,7112.379883,7036.620117,7076.549805,7076.549805,2124660000
4/6/18,6999.569824,7066.640137,6877.759766,6915.109863,6915.109863,2350540000
4/9/18,6971.450195,7074.950195,6944.959961,6950.339844,6950.339844,2080900000
4/10/18,7060.990234,7117.97998,7014.879883,7094.299805,7094.299805,2238770000
4/11/18,7055,7128.540039,7055,7069.029785,7069.029785,1852120000
4/12/18,7112.02002,7166,7105.089844,7140.25,7140.25,2021110000
4/13/18,7179.620117,7183.620117,7078.140137,7106.649902,7106.649902,1743640000
